"id","account_id","occurred_at","standard_qty","gloss_qty","poster_qty","total","standard_amt_usd","gloss_amt_usd","poster_amt_usd","total_amt_usd"
"708","1521","2014-06-27 18:10:52","396","42","0","438","1976.04","314.58","0.00","2290.62"
"709","1521","2014-07-28 00:13:59","566","1","0","567","2824.34","7.49","0.00","2831.83"
"710","1521","2014-08-26 18:58:18","501","0","0","501","2499.99","0.00","0.00","2499.99"
"711","1521","2014-09-24 22:55:33","493","1","12","506","2460.07","7.49","97.44","2565.00"
"712","1521","2014-10-24 16:39:03","557","8","1","566","2779.43","59.92","8.12","2847.47"
"713","1521","2014-11-23 16:04:03","0","8","10","18","0.00","59.92","81.20","141.12"
"714","1521","2014-12-22 03:15:47","496","62","28","586","2475.04","464.38","227.36","3166.78"
"715","1521","2015-01-21 07:35:19","514","0","10","524","2564.86","0.00","81.20","2646.06"
"716","1521","2015-02-20 13:58:24","490","4","3","497","2445.10","29.96","24.36","2499.42"
"717","1521","2015-04-19 02:44:04","477","16","16","509","2380.23","119.84","129.92","2629.99"
"718","1521","2015-05-18 03:48:02","499","63","14","576","2490.01","471.87","113.68","3075.56"
"719","1521","2015-06-16 11:29:47","501","6","40","547","2499.99","44.94","324.80","2869.73"
"720","1521","2015-07-16 03:42:48","498","15","8","521","2485.02","112.35","64.96","2662.33"
"721","1521","2015-08-15 06:27:31","489","399","3","891","2440.11","2988.51","24.36","5452.98"
"722","1521","2015-09-14 01:43:50","486","2","0","488","2425.14","14.98","0.00","2440.12"
"723","1521","2015-10-13 15:35:47","470","4","12","486","2345.30","29.96","97.44","2472.70"
"724","1521","2015-11-12 02:51:47","496","0","24","520","2475.04","0.00","194.88","2669.92"
"725","1521","2015-12-11 07:30:54","490","43","21","554","2445.10","322.07","170.52","2937.69"
"726","1521","2016-01-09 02:18:56","501","72","183","756","2499.99","539.28","1485.96","4525.23"
"727","1521","2016-02-08 01:51:05","494","0","0","494","2465.06","0.00","0.00","2465.06"
"728","1521","2016-03-08 17:20:22","476","89","0","565","2375.24","666.61","0.00","3041.85"
"729","1521","2016-04-06 16:20:27","504","0","0","504","2514.96","0.00","0.00","2514.96"
"730","1521","2016-05-06 02:34:48","0","0","2","2","0.00","0.00","16.24","16.24"
"731","1521","2016-06-05 17:14:15","555","12012","31","12598","2769.45","89969.88","251.72","92991.05"
"732","1521","2016-07-05 10:22:07","496","0","24","520","2475.04","0.00","194.88","2669.92"
"733","1521","2016-08-03 11:43:25","518","18","24","560","2584.82","134.82","194.88","2914.52"
"734","1521","2016-09-02 17:18:06","428","51","7","486","2135.72","381.99","56.84","2574.55"
"735","1521","2016-10-02 01:26:56","457","10","4","471","2280.43","74.90","32.48","2387.81"
"736","1521","2016-11-01 00:11:37","496","4","32","532","2475.04","29.96","259.84","2764.84"
"737","1521","2016-11-29 17:32:24","508","11","0","519","2534.92","82.39","0.00","2617.31"
"738","1521","2016-12-28 16:27:46","498","2","164","664","2485.02","14.98","1331.68","3831.68"
"739","1531","2013-12-10 14:43:18","501","0","0","501","2499.99","0.00","0.00","2499.99"
"740","1531","2014-01-08 06:54:57","288","5","14","307","1437.12","37.45","113.68","1588.25"
"741","1531","2014-02-07 06:49:34","475","25","0","500","2370.25","187.25","0.00","2557.50"
"742","1531","2014-03-09 11:20:59","504","1","3","508","2514.96","7.49","24.36","2546.81"
"743","1531","2014-04-07 15:55:34","506","9","0","515","2524.94","67.41","0.00","2592.35"
"744","1531","2014-05-06 22:06:51","502","0","24","526","2504.98","0.00","194.88","2699.86"
"745","1531","2014-06-05 06:04:14","489","7","0","496","2440.11","52.43","0.00","2492.54"
"746","1531","2014-07-04 18:53:11","489","0","9","498","2440.11","0.00","73.08","2513.19"
"747","1531","2014-08-03 07:10:30","516","15","0","531","2574.84","112.35","0.00","2687.19"
"748","1531","2014-09-02 05:31:28","510","62","13","585","2544.90","464.38","105.56","3114.84"
"749","1531","2014-10-01 11:49:40","493","8","21","522","2460.07","59.92","170.52","2690.51"
"750","1531","2014-10-31 09:25:57","493","0","25","518","2460.07","0.00","203.00","2663.07"
"751","1531","2014-11-29 06:42:42","489","14","3","506","2440.11","104.86","24.36","2569.33"
"752","1531","2014-12-28 06:00:12","503","0","17","520","2509.97","0.00","138.04","2648.01"
"753","1531","2015-01-26 19:04:05","482","118","6","606","2405.18","883.82","48.72","3337.72"
"754","1531","2015-02-24 15:33:13","450","7","0","457","2245.50","52.43","0.00","2297.93"
"755","1531","2015-03-25 10:30:06","482","9","8","499","2405.18","67.41","64.96","2537.55"
"756","1531","2015-04-23 20:57:37","384","0","20","404","1916.16","0.00","162.40","2078.56"
"757","1531","2015-05-22 23:56:29","491","10","13","514","2450.09","74.90","105.56","2630.55"
"758","1531","2015-06-21 02:35:03","488","8","0","496","2435.12","59.92","0.00","2495.04"
"759","1531","2015-07-20 10:32:16","486","36","0","522","2425.14","269.64","0.00","2694.78"
"760","1531","2015-08-18 20:31:08","473","2","23","498","2360.27","14.98","186.76","2562.01"
"761","1531","2015-09-16 12:13:50","538","8","57","603","2684.62","59.92","462.84","3207.38"
"762","1531","2015-10-16 18:55:01","465","12","18","495","2320.35","89.88","146.16","2556.39"
"763","1531","2015-11-14 23:20:42","507","0","31","538","2529.93","0.00","251.72","2781.65"
"764","1531","2015-12-14 21:04:55","520","21","55","596","2594.80","157.29","446.60","3198.69"
"765","1531","2016-01-13 08:23:57","510","0","0","510","2544.90","0.00","0.00","2544.90"
"766","1531","2016-02-11 00:53:23","496","0","10","506","2475.04","0.00","81.20","2556.24"
"767","1531","2016-03-12 19:30:14","499","30","13","542","2490.01","224.70","105.56","2820.27"
"768","1531","2016-04-10 02:02:17","526","2","0","528","2624.74","14.98","0.00","2639.72"
"769","1531","2016-05-10 20:45:57","555","0","15","570","2769.45","0.00","121.80","2891.25"
"770","1531","2016-06-09 19:47:00","747","2","29","778","3727.53","14.98","235.48","3977.99"
"771","1531","2016-07-08 10:16:27","669","3","17","689","3338.31","22.47","138.04","3498.82"
"772","1531","2016-08-06 04:11:50","507","13","18","538","2529.93","97.37","146.16","2773.46"
"773","1531","2016-09-05 09:56:22","503","5","6","514","2509.97","37.45","48.72","2596.14"
"774","1531","2016-10-04 13:35:23","504","11","3","518","2514.96","82.39","24.36","2621.71"
"775","1531","2016-11-03 11:33:38","516","11","15","542","2574.84","82.39","121.80","2779.03"
"776","1531","2016-12-03 07:03:16","510","5","26","541","2544.90","37.45","211.12","2793.47"
"777","1541","2015-06-07 20:57:31","96","27","33","156","479.04","202.23","267.96","949.23"
"778","1541","2015-08-04 23:56:12","205","39","21","265","1022.95","292.11","170.52","1485.58"
"779","1541","2015-09-03 14:20:08","94","34","51","179","469.06","254.66","414.12","1137.84"
"780","1541","2015-10-02 20:12:46","91","27","33","151","454.09","202.23","267.96","924.28"
"781","1541","2015-11-30 19:28:22","84","44","38","166","419.16","329.56","308.56","1057.28"
"782","1541","2015-12-30 17:02:28","74","98","54","226","369.26","734.02","438.48","1541.76"
"783","1541","2016-01-28 08:39:51","64","24","33","121","319.36","179.76","267.96","767.08"
"784","1541","2016-02-27 15:53:13","89","34","25","148","444.11","254.66","203.00","901.77"
"785","1541","2016-04-26 09:59:30","114","35","33","182","568.86","262.15","267.96","1098.97"
"786","1541","2016-05-25 20:09:21","212","41","60","313","1057.88","307.09","487.20","1852.17"
"787","1541","2016-06-24 18:16:27","67","31","33","131","334.33","232.19","267.96","834.48"
"788","1541","2016-07-24 02:23:15","179","30","26","235","893.21","224.70","211.12","1329.03"
"789","1541","2016-08-23 04:36:01","97","19","34","150","484.03","142.31","276.08","902.42"
"790","1541","2016-09-21 04:15:55","95","29","8","132","474.05","217.21","64.96","756.22"
"791","1541","2016-10-21 13:56:08","95","38","49","182","474.05","284.62","397.88","1156.55"
"792","1541","2016-11-20 17:34:54","97","41","47","185","484.03","307.09","381.64","1172.76"
"793","1541","2016-12-20 09:45:37","96","36","35","167","479.04","269.64","284.20","1032.88"
"794","1551","2016-12-13 04:28:36","296","9","17","322","1477.04","67.41","138.04","1682.49"
"795","1561","2013-12-17 21:54:36","380","109","0","489","1896.20","816.41","0.00","2712.61"
"796","1561","2014-01-16 08:38:51","288","0","10","298","1437.12","0.00","81.20","1518.32"
"797","1561","2014-02-14 20:04:02","299","35","28","362","1492.01","262.15","227.36","1981.52"
"798","1561","2014-03-15 00:44:31","291","27","14","332","1452.09","202.23","113.68","1768.00"
"799","1561","2014-04-13 15:23:44","301","32","24","357","1501.99","239.68","194.88","1936.55"
"800","1561","2014-05-13 06:49:49","279","10","17","306","1392.21","74.90","138.04","1605.15"
"801","1561","2014-06-11 15:01:15","321","33","14","368","1601.79","247.17","113.68","1962.64"
"802","1561","2014-07-10 10:30:04","299","173","0","472","1492.01","1295.77","0.00","2787.78"
"803","1561","2014-08-09 11:44:08","0","0","38","38","0.00","0.00","308.56","308.56"
"804","1561","2014-09-08 00:51:42","287","0","16","303","1432.13","0.00","129.92","1562.05"
"805","1561","2014-10-08 23:13:52","305","31","17","353","1521.95","232.19","138.04","1892.18"
"806","1561","2014-11-06 04:25:09","329","32","16","377","1641.71","239.68","129.92","2011.31"
"807","1561","2014-12-05 12:34:07","291","31","23","345","1452.09","232.19","186.76","1871.04"
"808","1561","2015-01-04 14:22:09","309","35","24","368","1541.91","262.15","194.88","1998.94"
"809","1561","2015-02-02 14:52:33","291","17","0","308","1452.09","127.33","0.00","1579.42"
"810","1561","2015-03-03 00:33:07","308","16","60","384","1536.92","119.84","487.20","2143.96"
"811","1561","2015-04-01 23:00:48","293","47","39","379","1462.07","352.03","316.68","2130.78"
"812","1561","2015-04-30 01:18:20","282","28","21","331","1407.18","209.72","170.52","1787.42"
"813","1561","2015-05-30 15:21:56","296","24","7","327","1477.04","179.76","56.84","1713.64"
"814","1561","2015-06-28 09:36:05","332","26","73","431","1656.68","194.74","592.76","2444.18"
"815","1561","2015-07-27 00:50:38","254","0","111","365","1267.46","0.00","901.32","2168.78"
"816","1561","2015-08-25 17:40:47","284","24","0","308","1417.16","179.76","0.00","1596.92"
"817","1561","2015-09-24 06:46:08","280","33","21","334","1397.20","247.17","170.52","1814.89"
"818","1561","2015-10-23 19:00:05","304","39","24","367","1516.96","292.11","194.88","2003.95"
"819","1561","2015-11-21 03:29:32","294","10","37","341","1467.06","74.90","300.44","1842.40"
"820","1561","2015-12-21 21:42:46","292","19","35","346","1457.08","142.31","284.20","1883.59"
"821","1561","2016-01-19 02:31:18","282","19","0","301","1407.18","142.31","0.00","1549.49"
"822","1561","2016-02-17 19:22:51","308","9","0","317","1536.92","67.41","0.00","1604.33"
"823","1561","2016-03-18 09:20:39","299","33","54","386","1492.01","247.17","438.48","2177.66"
"824","1561","2016-04-17 01:24:35","297","45","30","372","1482.03","337.05","243.60","2062.68"
"825","1561","2016-05-17 17:08:44","299","35","19","353","1492.01","262.15","154.28","1908.44"
"826","1561","2016-06-16 02:14:56","242","28","30","300","1207.58","209.72","243.60","1660.90"
"827","1561","2016-07-15 11:15:27","335","0","59","394","1671.65","0.00","479.08","2150.73"
"828","1561","2016-08-14 07:39:19","272","48","5","325","1357.28","359.52","40.60","1757.40"
"829","1561","2016-09-12 15:32:44","238","0","50","288","1187.62","0.00","406.00","1593.62"
"830","1561","2016-10-12 15:27:37","299","35","0","334","1492.01","262.15","0.00","1754.16"
"831","1561","2016-11-11 20:24:46","289","57","0","346","1442.11","426.93","0.00","1869.04"
"832","1561","2016-12-11 08:06:07","260","31","72","363","1297.40","232.19","584.64","2114.23"
"833","1571","2014-01-01 10:56:08","515","17","35","567","2569.85","127.33","284.20","2981.38"
"834","1571","2014-01-31 16:40:38","488","20","0","508","2435.12","149.80","0.00","2584.92"
"835","1571","2014-03-02 21:21:42","501","12","0","513","2499.99","89.88","0.00","2589.87"
"836","1571","2014-03-31 18:27:53","518","90","0","608","2584.82","674.10","0.00","3258.92"
"837","1571","2014-04-29 02:26:36","509","17","9","535","2539.91","127.33","73.08","2740.32"
"838","1571","2014-05-29 11:25:17","496","24","44","564","2475.04","179.76","357.28","3012.08"
"839","1571","2014-06-28 11:13:46","524","10","26","560","2614.76","74.90","211.12","2900.78"
"840","1571","2014-07-27 12:03:49","509","22","0","531","2539.91","164.78","0.00","2704.69"
"841","1571","2014-08-26 06:00:40","491","33","1","525","2450.09","247.17","8.12","2705.38"
"842","1571","2014-09-24 14:17:42","530","0","2","532","2644.70","0.00","16.24","2660.94"
"843","1571","2014-10-24 07:16:30","514","21","0","535","2564.86","157.29","0.00","2722.15"
"844","1571","2014-11-22 13:06:20","507","29","2","538","2529.93","217.21","16.24","2763.38"
"845","1571","2014-12-22 16:04:20","471","16","6","493","2350.29","119.84","48.72","2518.85"
"846","1571","2015-01-20 11:29:13","501","2","9","512","2499.99","14.98","73.08","2588.05"
"847","1571","2015-02-18 02:38:47","576","0","0","576","2874.24","0.00","0.00","2874.24"
"848","1571","2015-03-20 05:30:17","489","0","34","523","2440.11","0.00","276.08","2716.19"
"849","1571","2015-04-19 16:32:12","497","146","3","646","2480.03","1093.54","24.36","3597.93"
"850","1571","2015-05-19 23:56:37","501","0","0","501","2499.99","0.00","0.00","2499.99"
"851","1571","2015-06-18 02:57:25","574","10","69","653","2864.26","74.90","560.28","3499.44"
"852","1571","2015-07-18 23:52:52","458","10","15","483","2285.42","74.90","121.80","2482.12"
"853","1571","2015-08-17 15:27:44","508","4","6","518","2534.92","29.96","48.72","2613.60"
"854","1571","2015-09-15 22:36:29","496","285","4","785","2475.04","2134.65","32.48","4642.17"
"855","1571","2015-10-14 18:03:28","443","3","51","497","2210.57","22.47","414.12","2647.16"
"856","1571","2015-11-13 08:24:50","504","0","15","519","2514.96","0.00","121.80","2636.76"
"857","1571","2015-12-13 21:29:49","491","11","1","503","2450.09","82.39","8.12","2540.60"
"858","1571","2016-01-12 16:02:49","496","0","22","518","2475.04","0.00","178.64","2653.68"
"859","1571","2016-02-11 08:59:49","491","2","11","504","2450.09","14.98","89.32","2554.39"
"860","1571","2016-03-12 04:38:09","0","2","0","2","0.00","14.98","0.00","14.98"
"861","1571","2016-04-10 01:21:32","497","150","54","701","2480.03","1123.50","438.48","4042.01"
"862","1571","2016-05-10 22:28:17","497","33","8","538","2480.03","247.17","64.96","2792.16"
"863","1571","2016-06-09 23:59:50","493","0","0","493","2460.07","0.00","0.00","2460.07"
"864","1571","2016-07-08 13:49:43","493","1","16","510","2460.07","7.49","129.92","2597.48"
"865","1571","2016-08-06 23:40:42","490","0","14","504","2445.10","0.00","113.68","2558.78"
"866","1571","2016-09-04 04:43:49","496","6","30","532","2475.04","44.94","243.60","2763.58"
"867","1571","2016-10-03 15:44:10","556","4","39","599","2774.44","29.96","316.68","3121.08"
"868","1571","2016-11-01 22:15:29","490","22","11","523","2445.10","164.78","89.32","2699.20"
"869","1571","2016-12-01 07:20:12","493","49","50","592","2460.07","367.01","406.00","3233.08"
"870","1571","2016-12-31 03:50:49","499","30","5","534","2490.01","224.70","40.60","2755.31"
"871","1581","2016-04-07 03:11:25","103","37","48","188","513.97","277.13","389.76","1180.86"
"872","1581","2016-05-07 06:47:13","349","21","19","389","1741.51","157.29","154.28","2053.08"
"873","1581","2016-06-06 16:36:27","118","1467","35","1620","588.82","10987.83","284.20","11860.85"
"874","1581","2016-07-05 11:17:54","80","38","45","163","399.20","284.62","365.40","1049.22"
"875","1581","2016-08-03 19:58:22","139","20","30","189","693.61","149.80","243.60","1087.01"
"876","1581","2016-09-02 10:52:25","107","29","120","256","533.93","217.21","974.40","1725.54"
"877","1581","2016-10-02 21:08:10","150","19","0","169","748.50","142.31","0.00","890.81"
"878","1581","2016-11-01 09:30:49","100","38","12","150","499.00","284.62","97.44","881.06"
"879","1581","2016-12-31 18:50:52","77","27","0","104","384.23","202.23","0.00","586.46"
"880","1591","2016-12-22 14:25:04","457","4","16","477","2280.43","29.96","129.92","2440.31"
"881","1601","2013-12-14 09:19:37","516","0","122","638","2574.84","0.00","990.64","3565.48"
"882","1601","2014-01-12 19:58:30","492","7","21","520","2455.08","52.43","170.52","2678.03"
"883","1601","2014-02-11 17:13:04","521","0","30","551","2599.79","0.00","243.60","2843.39"
"884","1601","2014-03-13 22:01:43","502","0","22","524","2504.98","0.00","178.64","2683.62"
"885","1601","2014-04-11 00:37:03","472","18","13","503","2355.28","134.82","105.56","2595.66"
"886","1601","2014-05-10 11:26:45","483","24","78","585","2410.17","179.76","633.36","3223.29"
"887","1601","2014-06-09 01:01:47","489","4","8","501","2440.11","29.96","64.96","2535.03"
"888","1601","2014-07-08 17:59:19","507","15","0","522","2529.93","112.35","0.00","2642.28"
"889","1601","2014-08-07 14:24:28","471","8","0","479","2350.29","59.92","0.00","2410.21"
"890","1601","2014-09-05 22:07:19","484","252","7","743","2415.16","1887.48","56.84","4359.48"
"891","1601","2014-10-04 13:09:39","490","10","12","512","2445.10","74.90","97.44","2617.44"
"892","1601","2014-11-02 05:33:19","473","0","11","484","2360.27","0.00","89.32","2449.59"
"893","1601","2014-12-02 12:06:21","483","6","15","504","2410.17","44.94","121.80","2576.91"
"894","1601","2015-01-01 11:17:47","494","11","12","517","2465.06","82.39","97.44","2644.89"
"895","1601","2015-01-31 23:55:02","476","14","13","503","2375.24","104.86","105.56","2585.66"
"896","1601","2015-03-01 18:00:07","510","8","26","544","2544.90","59.92","211.12","2815.94"
"897","1601","2015-03-31 18:50:00","486","605","11","1102","2425.14","4531.45","89.32","7045.91"
"898","1601","2015-04-30 11:47:15","501","14","0","515","2499.99","104.86","0.00","2604.85"
"899","1601","2015-05-29 14:03:30","45","10","19","74","224.55","74.90","154.28","453.73"
"900","1601","2015-06-27 22:36:49","502","46","5","553","2504.98","344.54","40.60","2890.12"
"901","1601","2015-07-27 23:43:27","495","16","11","522","2470.05","119.84","89.32","2679.21"
"902","1601","2015-08-25 17:01:44","564","0","4","568","2814.36","0.00","32.48","2846.84"
"903","1601","2015-09-23 05:18:36","508","21","18","547","2534.92","157.29","146.16","2838.37"
"904","1601","2015-10-22 01:25:04","514","23","19","556","2564.86","172.27","154.28","2891.41"
"905","1601","2015-11-20 19:00:23","488","0","0","488","2435.12","0.00","0.00","2435.12"
"906","1601","2015-12-19 21:46:11","503","58","19","580","2509.97","434.42","154.28","3098.67"
"907","1601","2016-01-17 22:42:49","467","3","8","478","2330.33","22.47","64.96","2417.76"
"908","1601","2016-02-16 22:17:30","505","15","4","524","2519.95","112.35","32.48","2664.78"
"909","1601","2016-03-16 19:40:45","489","15","17","521","2440.11","112.35","138.04","2690.50"
"910","1601","2016-04-14 18:39:49","482","1","11","494","2405.18","7.49","89.32","2501.99"
"911","1601","2016-05-13 12:57:55","503","0","35","538","2509.97","0.00","284.20","2794.17"
"912","1601","2016-06-12 12:58:55","0","19","1","20","0.00","142.31","8.12","150.43"
"913","1601","2016-07-12 06:23:46","499","20","97","616","2490.01","149.80","787.64","3427.45"
"914","1601","2016-08-11 19:52:35","491","8","12","511","2450.09","59.92","97.44","2607.45"
"915","1601","2016-09-09 17:00:39","491","0","44","535","2450.09","0.00","357.28","2807.37"
"916","1601","2016-10-09 11:00:16","564","19","3","586","2814.36","142.31","24.36","2981.03"
"917","1601","2016-11-07 12:07:40","609","3","0","612","3038.91","22.47","0.00","3061.38"
"918","1601","2016-12-06 13:14:16","496","0","16","512","2475.04","0.00","129.92","2604.96"
"919","1611","2015-10-04 21:49:08","479","30","0","509","2390.21","224.70","0.00","2614.91"
"920","1611","2015-11-03 21:58:50","499","2","0","501","2490.01","14.98","0.00","2504.99"
"921","1611","2015-12-02 02:39:21","483","0","14","497","2410.17","0.00","113.68","2523.85"
"922","1611","2015-12-31 20:44:28","508","6","14","528","2534.92","44.94","113.68","2693.54"
"923","1611","2016-01-29 15:20:31","525","15","0","540","2619.75","112.35","0.00","2732.10"
"924","1611","2016-02-28 20:20:49","500","13","20","533","2495.00","97.37","162.40","2754.77"
"925","1611","2016-03-28 21:18:06","430","0","0","430","2145.70","0.00","0.00","2145.70"
"926","1611","2016-04-27 11:11:19","428","36","0","464","2135.72","269.64","0.00","2405.36"
"927","1611","2016-05-26 20:15:19","3","0","10","13","14.97","0.00","81.20","96.17"
"928","1611","2016-06-24 20:34:40","494","13","0","507","2465.06","97.37","0.00","2562.43"
"929","1611","2016-07-23 06:27:20","530","18","0","548","2644.70","134.82","0.00","2779.52"
"930","1611","2016-08-21 18:58:51","495","30","13","538","2470.05","224.70","105.56","2800.31"
"931","1611","2016-09-20 06:16:55","0","9","17","26","0.00","67.41","138.04","205.45"
"932","1611","2016-10-20 01:00:09","494","7","74","575","2465.06","52.43","600.88","3118.37"
"933","1611","2016-11-19 17:10:25","497","4","19","520","2480.03","29.96","154.28","2664.27"
"934","1611","2016-12-18 09:35:53","506","2","21","529","2524.94","14.98","170.52","2710.44"
"935","1621","2016-12-07 08:07:13","84","82","42","208","419.16","614.18","341.04","1374.38"
"936","1631","2016-05-10 04:09:36","86","130","59","275","429.14","973.70","479.08","1881.92"
"937","1631","2016-06-09 19:35:29","92","24","27","143","459.08","179.76","219.24","858.08"
"938","1631","2016-08-07 15:57:59","103","12","31","146","513.97","89.88","251.72","855.57"
"939","1631","2016-10-05 10:21:02","108","50","26","184","538.92","374.50","211.12","1124.54"
"940","1631","2016-11-03 18:13:10","98","18","34","150","489.02","134.82","276.08","899.92"
"941","1631","2016-12-02 05:56:42","91","48","0","139","454.09","359.52","0.00","813.61"
"942","1631","2016-12-31 13:56:33","110","0","0","110","548.90","0.00","0.00","548.90"
"943","1641","2016-09-10 11:41:35","316","24","16","356","1576.84","179.76","129.92","1886.52"
"944","1641","2016-10-09 14:03:08","372","0","18","390","1856.28","0.00","146.16","2002.44"
"945","1641","2016-11-07 10:16:00","291","39","0","330","1452.09","292.11","0.00","1744.20"
"946","1641","2016-12-06 06:31:38","297","0","41","338","1482.03","0.00","332.92","1814.95"
"947","1651","2014-07-12 10:04:05","149","12","0","161","743.51","89.88","0.00","833.39"
"948","1651","2014-08-11 05:43:29","153","0","33","186","763.47","0.00","267.96","1031.43"
"949","1651","2014-09-09 22:15:05","40","0","0","40","199.60","0.00","0.00","199.60"
"950","1651","2014-10-08 06:15:35","159","0","15","174","793.41","0.00","121.80","915.21"
"951","1651","2014-12-06 15:53:26","175","5","7","187","873.25","37.45","56.84","967.54"
"952","1651","2015-01-04 00:46:14","199","16","0","215","993.01","119.84","0.00","1112.85"
"953","1651","2015-02-03 07:24:05","90","5","0","95","449.10","37.45","0.00","486.55"
"954","1651","2015-03-04 20:52:14","151","0","0","151","753.49","0.00","0.00","753.49"
"955","1651","2015-04-02 15:55:00","100","14","24","138","499.00","104.86","194.88","798.74"
"956","1651","2015-05-02 03:04:54","153","9","0","162","763.47","67.41","0.00","830.88"
"957","1651","2015-05-31 13:15:15","139","15","27","181","693.61","112.35","219.24","1025.20"
"958","1651","2015-06-29 13:46:54","141","14","16","171","703.59","104.86","129.92","938.37"
"959","1651","2015-07-28 16:37:40","149","28","0","177","743.51","209.72","0.00","953.23"
"960","1651","2015-08-28 00:12:59","138","38","12","188","688.62","284.62","97.44","1070.68"
"961","1651","2015-09-25 01:27:59","157","30","115","302","783.43","224.70","933.80","1941.93"
"962","1651","2015-10-25 04:54:29","131","0","0","131","653.69","0.00","0.00","653.69"
"963","1651","2015-11-23 16:42:38","167","9","0","176","833.33","67.41","0.00","900.74"
"964","1651","2015-12-22 01:54:45","128","11","0","139","638.72","82.39","0.00","721.11"
"965","1651","2016-01-20 07:52:58","158","21","12","191","788.42","157.29","97.44","1043.15"
"966","1651","2016-02-18 04:35:21","150","5","0","155","748.50","37.45","0.00","785.95"
"967","1651","2016-03-19 01:08:44","162","15","0","177","808.38","112.35","0.00","920.73"
"968","1651","2016-04-18 11:48:58","144","13","0","157","718.56","97.37","0.00","815.93"
"969","1651","2016-05-18 02:15:19","259","20","5","284","1292.41","149.80","40.60","1482.81"
"970","1651","2016-06-16 13:07:23","146","24","0","170","728.54","179.76","0.00","908.30"
"971","1651","2016-07-16 15:30:31","143","3","0","146","713.57","22.47","0.00","736.04"
"972","1651","2016-08-15 20:53:58","23","0","9","32","114.77","0.00","73.08","187.85"
"973","1651","2016-09-14 02:08:09","161","206","7","374","803.39","1542.94","56.84","2403.17"
"974","1651","2016-10-13 00:50:14","188","3","14","205","938.12","22.47","113.68","1074.27"
"975","1651","2016-11-12 02:56:00","130","13","10","153","648.70","97.37","81.20","827.27"
"976","1651","2016-12-12 04:53:37","161","0","2","163","803.39","0.00","16.24","819.63"
"977","1661","2016-05-26 03:36:17","517","2","96","615","2579.83","14.98","779.52","3374.33"
"978","1661","2016-06-24 07:44:58","482","0","735","1217","2405.18","0.00","5968.20","8373.38"
"979","1661","2016-07-23 17:06:11","500","0","13","513","2495.00","0.00","105.56","2600.56"
"980","1661","2016-08-22 00:25:39","497","0","12","509","2480.03","0.00","97.44","2577.47"
"981","1661","2016-09-21 17:15:23","487","8","7","502","2430.13","59.92","56.84","2546.89"
"982","1661","2016-10-21 11:54:40","479","8","3","490","2390.21","59.92","24.36","2474.49"
"983","1661","2016-11-19 22:53:50","586","23","0","609","2924.14","172.27","0.00","3096.41"
"984","1661","2016-12-18 18:47:37","501","0","10","511","2499.99","0.00","81.20","2581.19"
"985","1671","2016-06-29 18:08:57","149","9","6","164","743.51","67.41","48.72","859.64"
"986","1681","2016-04-17 23:02:12","313","35","12","360","1561.87","262.15","97.44","1921.46"
"987","1681","2016-05-16 22:14:15","294","25","21","340","1467.06","187.25","170.52","1824.83"
"988","1681","2016-06-15 10:50:57","343","350","71","764","1711.57","2621.50","576.52","4909.59"
"989","1681","2016-07-15 14:10:24","311","63","18","392","1551.89","471.87","146.16","2169.92"
"990","1681","2016-08-13 13:48:48","284","31","1","316","1417.16","232.19","8.12","1657.47"
"991","1681","2016-09-11 08:43:05","896","25","183","1104","4471.04","187.25","1485.96","6144.25"
"992","1681","2016-10-11 23:55:45","309","24","12","345","1541.91","179.76","97.44","1819.11"
"993","1681","2016-11-09 06:19:22","321","30","13","364","1601.79","224.70","105.56","1932.05"
"994","1681","2016-12-08 04:46:41","742","0","43","785","3702.58","0.00","349.16","4051.74"
"995","1691","2016-01-13 12:00:32","501","2","18","521","2499.99","14.98","146.16","2661.13"
"996","1691","2016-02-11 05:04:25","571","26","22","619","2849.29","194.74","178.64","3222.67"
"997","1691","2016-03-11 21:22:53","503","44","0","547","2509.97","329.56","0.00","2839.53"
"998","1691","2016-04-10 11:22:43","504","16","10","530","2514.96","119.84","81.20","2716.00"
"999","1691","2016-05-10 09:35:41","504","0","0","504","2514.96","0.00","0.00","2514.96"
"1000","1691","2016-06-09 21:37:14","432","1","6","439","2155.68","7.49","48.72","2211.89"
"1001","1691","2016-07-08 20:45:56","476","0","0","476","2375.24","0.00","0.00","2375.24"
"1002","1691","2016-08-06 11:29:09","428","21","18","467","2135.72","157.29","146.16","2439.17"
"1003","1691","2016-09-05 06:06:40","499","10","0","509","2490.01","74.90","0.00","2564.91"
"1004","1691","2016-10-04 00:34:26","493","11","9","513","2460.07","82.39","73.08","2615.54"
"1005","1691","2016-11-03 21:12:45","494","0","0","494","2465.06","0.00","0.00","2465.06"
"1006","1691","2016-12-02 17:46:01","509","0","14","523","2539.91","0.00","113.68","2653.59"
"1007","1691","2016-12-31 07:05:10","0","3","24","27","0.00","22.47","194.88","217.35"
"1008","1701","2013-12-12 04:47:28","148","7","134","289","738.52","52.43","1088.08","1879.03"
"1009","1701","2014-01-11 11:13:37","145","0","0","145","723.55","0.00","0.00","723.55"
"1010","1701","2014-03-12 22:32:17","0","9","14","23","0.00","67.41","113.68","181.09"
"1011","1701","2014-04-10 00:58:45","127","3","23","153","633.73","22.47","186.76","842.96"
